12438,0.08
14508,0.09
16578,0.10
18648,0.11
20718,0.12
22788,0.14
24939,0.16
27090,0.18
29241,0.20
31392,0.22
33543,0.24
35694,0.26
37845,0.28
39996,0.30
42147,0.32
44298,0.34
46449,0.36
48600,0.38
50751,0.39
110403,0.40
165600,0.41
220788,0.42
